-6.0	-36.0	68.0	pain_12	13	13	random	MNI	pain_deactivations
-4.0	-38.0	58.0	pain_12	13	13	random	MNI	pain_deactivations
-4.0	-32.0	70.0	pain_12	13	13	random	MNI	pain_deactivations
-6.0	58.0	-6.0	pain_12	13	13	random	MNI	pain_deactivations
-58.0	0.0	-32.0	pain_12	13	13	random	MNI	pain_deactivations
-8.0	-54.0	8.0	pain_12	13	13	random	MNI	pain_deactivations
-26.0	-18.0	-26.0	pain_12	13	13	random	MNI	pain_deactivations
20.0	-10.0	-26.0	pain_12	13	13	random	MNI	pain_deactivations
-34.0	40.0	16.0	pain_12	12	13	random	MNI	pain
-4.0	-62.0	16.0	pain_12	13	13	random	MNI	pain_deactivations
58.0	-8.0	-26.0	pain_12	13	13	random	MNI	pain_deactivations
12.0	-68.0	34.0	pain_12	12	13	random	MNI	pain
-58.0	4.0	-34.0	pain_12	13	13	random	MNI	pain_deactivations
-18.0	60.0	-2.0	pain_12	13	13	random	MNI	pain_deactivations
26.0	-32.0	-24.0	pain_12	13	13	random	MNI	pain_deactivations
-4.0	38.0	-22.0	pain_12	13	13	random	MNI	pain_deactivations
-8.0	48.0	34.0	pain_12	13	13	random	MNI	pain_deactivations
20.0	-28.0	-30.0	pain_12	13	13	random	MNI	pain_deactivations
-52.0	-68.0	14.0	pain_12	13	13	random	MNI	pain_deactivations
28.0	-42.0	-20.0	pain_12	13	13	random	MNI	pain_deactivations
-30.0	-20.0	-24.0	pain_12	13	13	random	MNI	pain_deactivations
6.0	-76.0	50.0	pain_12	12	13	random	MNI	pain
-58.0	-16.0	-20.0	pain_12	13	13	random	MNI	pain_deactivations
8.0	-34.0	62.0	pain_12	13	13	random	MNI	pain_deactivations
38.0	4.0	-16.0	pain_12	12	13	random	MNI	pain
-56.0	-66.0	22.0	pain_12	13	13	random	MNI	pain_deactivations
-42.0	-70.0	14.0	pain_12	13	13	random	MNI	pain_deactivations
38.0	2.0	2.0	pain_12	12	13	random	MNI	pain
-54.0	12.0	-36.0	pain_12	13	13	random	MNI	pain_deactivations
2.0	-32.0	60.0	pain_12	13	13	random	MNI	pain_deactivations
28.0	-8.0	-28.0	pain_12	13	13	random	MNI	pain_deactivations
0.0	-56.0	8.0	pain_12	13	13	random	MNI	pain_deactivations
-30.0	40.0	16.0	pain_12	12	13	random	MNI	pain
10.0	-72.0	52.0	pain_12	12	13	random	MNI	pain
-8.0	-74.0	42.0	pain_12	12	13	random	MNI	pain
-48.0	-60.0	20.0	pain_12	13	13	random	MNI	pain_deactivations
-8.0	62.0	20.0	pain_12	13	13	random	MNI	pain_deactivations
54.0	8.0	-30.0	pain_12	13	13	random	MNI	pain_deactivations
-36.0	14.0	2.0	pain_12	12	13	random	MNI	pain
-32.0	-38.0	-22.0	pain_12	13	13	random	MNI	pain_deactivations
10.0	-36.0	68.0	pain_12	13	13	random	MNI	pain_deactivations
-28.0	38.0	26.0	pain_12	12	13	random	MNI	pain
-12.0	60.0	10.0	pain_12	13	13	random	MNI	pain_deactivations
-28.0	-24.0	-24.0	pain_12	13	13	random	MNI	pain_deactivations
4.0	-58.0	16.0	pain_12	13	13	random	MNI	pain_deactivations
-20.0	-8.0	-26.0	pain_12	13	13	random	MNI	pain_deactivations
26.0	-16.0	-26.0	pain_12	13	13	random	MNI	pain_deactivations
-30.0	50.0	30.0	pain_12	12	13	random	MNI	pain
-48.0	16.0	-46.0	pain_12	13	13	random	MNI	pain_deactivations
-16.0	-60.0	12.0	pain_12	13	13	random	MNI	pain_deactivations
64.0	-6.0	-26.0	pain_12	13	13	random	MNI	pain_deactivations
4.0	-70.0	34.0	pain_12	12	13	random	MNI	pain
56.0	-24.0	24.0	pain_12	12	13	random	MNI	pain
-56.0	8.0	-36.0	pain_12	13	13	random	MNI	pain_deactivations
58.0	-12.0	-12.0	pain_12	13	13	random	MNI	pain_deactivations
-40.0	-74.0	40.0	pain_12	13	13	random	MNI	pain_deactivations
56.0	0.0	-28.0	pain_12	13	13	random	MNI	pain_deactivations
34.0	18.0	2.0	pain_12	12	13	random	MNI	pain
-24.0	-30.0	-24.0	pain_12	13	13	random	MNI	pain_deactivations
-34.0	46.0	30.0	pain_12	12	13	random	MNI	pain
50.0	-10.0	-32.0	pain_12	13	13	random	MNI	pain_deactivations
-54.0	-64.0	32.0	pain_12	13	13	random	MNI	pain_deactivations
2.0	-74.0	48.0	pain_12	12	13	random	MNI	pain
-4.0	-56.0	18.0	pain_12	13	13	random	MNI	pain_deactivations
-50.0	-20.0	54.0	pain_13	14	32	random	MNI	pain_deactivations
0.0	48.0	-20.0	pain_13	14	32	random	MNI	pain_deactivations
-52.0	-64.0	22.0	pain_13	14	32	random	MNI	pain_deactivations
-66.0	-20.0	28.0	pain_13	15	32	random	MNI	pain
4.0	-58.0	-54.0	pain_13	14	32	random	MNI	pain_deactivations
-28.0	-38.0	-18.0	pain_13	14	32	random	MNI	pain_deactivations
36.0	0.0	-14.0	pain_13	15	32	random	MNI	pain
44.0	-22.0	46.0	pain_13	14	32	random	MNI	pain_deactivations
-64.0	-22.0	38.0	pain_13	15	32	random	MNI	pain
52.0	12.0	-34.0	pain_13	14	32	random	MNI	pain_deactivations
36.0	2.0	4.0	pain_13	15	32	random	MNI	pain
-64.0	-26.0	40.0	pain_13	15	32	random	MNI	pain
60.0	-10.0	-24.0	pain_13	14	32	random	MNI	pain_deactivations
56.0	-2.0	-32.0	pain_13	14	32	random	MNI	pain_deactivations
38.0	-24.0	48.0	pain_13	14	32	random	MNI	pain_deactivations
46.0	12.0	-40.0	pain_13	14	32	random	MNI	pain_deactivations
48.0	14.0	-36.0	pain_13	14	32	random	MNI	pain_deactivations
52.0	-12.0	-30.0	pain_13	14	32	random	MNI	pain_deactivations
12.0	-50.0	-60.0	pain_13	14	32	random	MNI	pain_deactivations
38.0	16.0	-6.0	pain_13	15	32	random	MNI	pain
32.0	10.0	-2.0	pain_13	15	32	random	MNI	pain
12.0	-56.0	-60.0	pain_13	14	32	random	MNI	pain_deactivations
-58.0	-30.0	34.0	pain_13	15	32	random	MNI	pain
-38.0	16.0	-2.0	pain_13	15	32	random	MNI	pain
-64.0	-20.0	20.0	pain_13	15	32	random	MNI	pain
38.0	-10.0	-4.0	pain_13	15	32	random	MNI	pain
-66.0	-16.0	24.0	pain_13	15	32	random	MNI	pain
20.0	-44.0	-60.0	pain_13	14	32	random	MNI	pain_deactivations
2.0	-46.0	-46.0	pain_13	14	32	random	MNI	pain_deactivations
32.0	22.0	-2.0	pain_14	16	24	random	MNI	pain
-32.0	22.0	2.0	pain_14	16	24	random	MNI	pain
48.0	-24.0	58.0	pain_14	17	24	random	MNI	pain_deactivations
6.0	44.0	-22.0	pain_14	17	24	random	MNI	pain_deactivations
-62.0	-2.0	40.0	pain_14	17	24	random	MNI	pain_deactivations
-18.0	-30.0	76.0	pain_14	17	24	random	MNI	pain_deactivations
0.0	54.0	-22.0	pain_14	17	24	random	MNI	pain_deactivations
14.0	-52.0	-66.0	pain_14	16	24	random	MNI	pain
26.0	-46.0	-62.0	pain_14	16	24	random	MNI	pain
8.0	-54.0	18.0	pain_14	17	24	random	MNI	pain_deactivations
10.0	-72.0	-58.0	pain_14	16	24	random	MNI	pain
-6.0	-52.0	22.0	pain_14	17	24	random	MNI	pain_deactivations
40.0	2.0	-2.0	pain_14	16	24	random	MNI	pain
10.0	50.0	-6.0	pain_14	17	24	random	MNI	pain_deactivations
6.0	34.0	-18.0	pain_14	17	24	random	MNI	pain_deactivations
-12.0	-50.0	4.0	pain_14	17	24	random	MNI	pain_deactivations
-62.0	-2.0	36.0	pain_14	17	24	random	MNI	pain_deactivations
-42.0	-28.0	64.0	pain_14	17	24	random	MNI	pain_deactivations
-22.0	-46.0	6.0	pain_14	17	24	random	MNI	pain_deactivations
-36.0	-38.0	70.0	pain_14	17	24	random	MNI	pain_deactivations
30.0	-36.0	74.0	pain_14	17	24	random	MNI	pain_deactivations
26.0	-32.0	72.0	pain_14	17	24	random	MNI	pain_deactivations
-10.0	-54.0	8.0	pain_14	17	24	random	MNI	pain_deactivations
-34.0	-58.0	-34.0	pain_14	16	24	random	MNI	pain
16.0	-72.0	-62.0	pain_14	16	24	random	MNI	pain
-42.0	-24.0	58.0	pain_14	17	24	random	MNI	pain_deactivations
42.0	-22.0	58.0	pain_14	17	24	random	MNI	pain_deactivations
16.0	-62.0	-64.0	pain_14	16	24	random	MNI	pain
66.0	-2.0	30.0	pain_14	17	24	random	MNI	pain_deactivations
38.0	18.0	-8.0	pain_14	16	24	random	MNI	pain
22.0	-102.0	-10.0	pain_14	16	24	random	MNI	pain
28.0	-56.0	-66.0	pain_14	16	24	random	MNI	pain
-6.0	46.0	-18.0	pain_14	17	24	random	MNI	pain_deactivations
4.0	48.0	-4.0	pain_14	17	24	random	MNI	pain_deactivations
-34.0	-38.0	-10.0	pain_14	17	24	random	MNI	pain_deactivations
48.0	-22.0	52.0	pain_14	17	24	random	MNI	pain_deactivations
0.0	6.0	44.0	pain_15	18	14	random	MNI	pain
-48.0	-68.0	38.0	pain_15	19	14	random	MNI	pain_deactivations
24.0	-44.0	22.0	pain_15	19	14	random	MNI	pain_deactivations
-22.0	-46.0	22.0	pain_15	19	14	random	MNI	pain_deactivations
40.0	10.0	-10.0	pain_15	18	14	random	MNI	pain
-52.0	-10.0	26.0	pain_15	19	14	random	MNI	pain_deactivations
-22.0	-32.0	-26.0	pain_15	19	14	random	MNI	pain_deactivations
-46.0	-6.0	6.0	pain_15	18	14	random	MNI	pain
4.0	-34.0	72.0	pain_15	19	14	random	MNI	pain_deactivations
-18.0	-10.0	-28.0	pain_15	19	14	random	MNI	pain_deactivations
-50.0	12.0	-38.0	pain_15	19	14	random	MNI	pain_deactivations
-6.0	22.0	-22.0	pain_15	19	14	random	MNI	pain_deactivations
-24.0	-30.0	22.0	pain_15	19	14	random	MNI	pain_deactivations
-52.0	8.0	-30.0	pain_15	19	14	random	MNI	pain_deactivations
2.0	-100.0	4.0	pain_15	19	14	random	MNI	pain_deactivations
8.0	-36.0	74.0	pain_15	19	14	random	MNI	pain_deactivations
60.0	-8.0	-30.0	pain_15	19	14	random	MNI	pain_deactivations
62.0	0.0	-28.0	pain_15	19	14	random	MNI	pain_deactivations
-60.0	-22.0	-18.0	pain_15	19	14	random	MNI	pain_deactivations
-46.0	-74.0	32.0	pain_15	19	14	random	MNI	pain_deactivations
-18.0	-36.0	-24.0	pain_15	19	14	random	MNI	pain_deactivations
-46.0	4.0	28.0	pain_15	18	14	random	MNI	pain
60.0	-4.0	18.0	pain_15	19	14	random	MNI	pain_deactivations
-56.0	-8.0	28.0	pain_15	19	14	random	MNI	pain_deactivations
-48.0	-66.0	34.0	pain_15	19	14	random	MNI	pain_deactivations
-42.0	24.0	-34.0	pain_15	19	14	random	MNI	pain_deactivations
26.0	-34.0	-26.0	pain_15	19	14	random	MNI	pain_deactivations
-56.0	-24.0	-18.0	pain_15	19	14	random	MNI	pain_deactivations
66.0	-4.0	-22.0	pain_15	19	14	random	MNI	pain_deactivations
-24.0	-30.0	-30.0	pain_15	19	14	random	MNI	pain_deactivations
62.0	-14.0	-24.0	pain_15	19	14	random	MNI	pain_deactivations
-22.0	-8.0	-28.0	pain_15	19	14	random	MNI	pain_deactivations
-66.0	-6.0	-30.0	pain_15	19	14	random	MNI	pain_deactivations
-6.0	34.0	-12.0	pain_15	19	14	random	MNI	pain_deactivations
-62.0	-22.0	18.0	pain_15	18	14	random	MNI	pain
-46.0	-16.0	32.0	pain_15	19	14	random	MNI	pain_deactivations
-20.0	-14.0	-28.0	pain_15	19	14	random	MNI	pain_deactivations
4.0	-30.0	76.0	pain_15	19	14	random	MNI	pain_deactivations
22.0	-86.0	14.0	pain_15	19	14	random	MNI	pain_deactivations
38.0	-8.0	-6.0	pain_15	18	14	random	MNI	pain
-4.0	-52.0	74.0	pain_15	19	14	random	MNI	pain_deactivations
60.0	6.0	-38.0	pain_15	19	14	random	MNI	pain_deactivations
-22.0	-16.0	38.0	pain_15	19	14	random	MNI	pain_deactivations
20.0	-10.0	-30.0	pain_15	19	14	random	MNI	pain_deactivations
62.0	-4.0	-30.0	pain_15	19	14	random	MNI	pain_deactivations
-6.0	50.0	42.0	pain_16	20	14	random	MNI	pain_deactivations
34.0	18.0	-12.0	pain_16	21	14	random	MNI	pain
-68.0	-18.0	-24.0	pain_16	20	14	random	MNI	pain_deactivations
-46.0	-56.0	4.0	pain_16	21	14	random	MNI	pain
-24.0	-42.0	30.0	pain_16	20	14	random	MNI	pain_deactivations
-26.0	-10.0	-32.0	pain_16	20	14	random	MNI	pain_deactivations
-20.0	-46.0	66.0	pain_16	21	14	random	MNI	pain
-24.0	-16.0	-28.0	pain_16	20	14	random	MNI	pain_deactivations
50.0	4.0	8.0	pain_16	21	14	random	MNI	pain
50.0	-50.0	-44.0	pain_16	21	14	random	MNI	pain
40.0	-32.0	46.0	pain_16	20	14	random	MNI	pain_deactivations
64.0	-20.0	-2.0	pain_16	20	14	random	MNI	pain_deactivations
62.0	-24.0	0.0	pain_16	20	14	random	MNI	pain_deactivations
28.0	-48.0	20.0	pain_16	20	14	random	MNI	pain_deactivations
-28.0	-38.0	-18.0	pain_16	20	14	random	MNI	pain_deactivations
-40.0	38.0	-24.0	pain_16	20	14	random	MNI	pain_deactivations
-56.0	-66.0	0.0	pain_16	21	14	random	MNI	pain
6.0	-58.0	50.0	pain_16	21	14	random	MNI	pain
-32.0	32.0	-22.0	pain_16	20	14	random	MNI	pain_deactivations
-48.0	-34.0	20.0	pain_16	21	14	random	MNI	pain
-40.0	-20.0	8.0	pain_16	21	14	random	MNI	pain
-54.0	28.0	-12.0	pain_16	20	14	random	MNI	pain_deactivations
22.0	-76.0	52.0	pain_16	20	14	random	MNI	pain_deactivations
-44.0	-60.0	20.0	pain_16	20	14	random	MNI	pain_deactivations
40.0	-26.0	42.0	pain_16	20	14	random	MNI	pain_deactivations
28.0	-66.0	62.0	pain_16	20	14	random	MNI	pain_deactivations
64.0	-12.0	-6.0	pain_16	20	14	random	MNI	pain_deactivations
26.0	38.0	44.0	pain_16	20	14	random	MNI	pain_deactivations
-48.0	-62.0	44.0	pain_16	20	14	random	MNI	pain_deactivations
-8.0	-46.0	52.0	pain_16	21	14	random	MNI	pain
-54.0	-48.0	8.0	pain_16	21	14	random	MNI	pain
-6.0	10.0	44.0	pain_16	21	14	random	MNI	pain
-50.0	-14.0	38.0	pain_16	20	14	random	MNI	pain_deactivations
38.0	-68.0	52.0	pain_16	20	14	random	MNI	pain_deactivations
-60.0	-64.0	-4.0	pain_16	21	14	random	MNI	pain
-52.0	-64.0	40.0	pain_16	20	14	random	MNI	pain_deactivations
24.0	-42.0	-24.0	pain_16	20	14	random	MNI	pain_deactivations
70.0	-30.0	4.0	pain_16	20	14	random	MNI	pain_deactivations
50.0	-24.0	14.0	pain_16	21	14	random	MNI	pain
34.0	-52.0	-42.0	pain_16	21	14	random	MNI	pain
-60.0	-62.0	4.0	pain_16	21	14	random	MNI	pain
-42.0	-60.0	52.0	pain_16	20	14	random	MNI	pain_deactivations
-28.0	-18.0	-24.0	pain_16	20	14	random	MNI	pain_deactivations
30.0	30.0	14.0	pain_16	20	14	random	MNI	pain_deactivations
28.0	-40.0	-24.0	pain_16	20	14	random	MNI	pain_deactivations
22.0	-2.0	36.0	pain_16	20	14	random	MNI	pain_deactivations
66.0	-20.0	-24.0	pain_16	20	14	random	MNI	pain_deactivations
-30.0	-48.0	-8.0	pain_16	20	14	random	MNI	pain_deactivations
-46.0	32.0	-22.0	pain_16	20	14	random	MNI	pain_deactivations
-20.0	-16.0	-28.0	pain_16	20	14	random	MNI	pain_deactivations
-54.0	8.0	-34.0	pain_16	20	14	random	MNI	pain_deactivations
34.0	24.0	50.0	pain_16	20	14	random	MNI	pain_deactivations
24.0	-12.0	-26.0	pain_16	20	14	random	MNI	pain_deactivations
-48.0	-68.0	32.0	pain_16	20	14	random	MNI	pain_deactivations
60.0	-8.0	-32.0	pain_16	20	14	random	MNI	pain_deactivations
26.0	32.0	8.0	pain_16	20	14	random	MNI	pain_deactivations
-44.0	-18.0	34.0	pain_16	20	14	random	MNI	pain_deactivations
58.0	-46.0	14.0	pain_16	21	14	random	MNI	pain
30.0	-58.0	-36.0	pain_16	21	14	random	MNI	pain
-32.0	-30.0	32.0	pain_16	20	14	random	MNI	pain_deactivations
58.0	-8.0	32.0	pain_16	20	14	random	MNI	pain_deactivations
30.0	-10.0	-28.0	pain_16	20	14	random	MNI	pain_deactivations
-6.0	54.0	-22.0	pain_16	20	14	random	MNI	pain_deactivations
32.0	22.0	-2.0	pain_16	21	14	random	MNI	pain
48.0	-12.0	34.0	pain_16	20	14	random	MNI	pain_deactivations
26.0	6.0	32.0	pain_16	20	14	random	MNI	pain_deactivations
6.0	-68.0	62.0	pain_16	20	14	random	MNI	pain_deactivations
26.0	-56.0	-42.0	pain_16	21	14	random	MNI	pain
-38.0	12.0	52.0	pain_16	20	14	random	MNI	pain_deactivations
30.0	-54.0	-42.0	pain_16	21	14	random	MNI	pain
18.0	-56.0	42.0	pain_16	20	14	random	MNI	pain_deactivations
-28.0	-32.0	34.0	pain_16	20	14	random	MNI	pain_deactivations
-18.0	-48.0	62.0	pain_16	21	14	random	MNI	pain
20.0	-10.0	38.0	pain_16	20	14	random	MNI	pain_deactivations
10.0	-72.0	62.0	pain_16	20	14	random	MNI	pain_deactivations
50.0	-8.0	22.0	pain_16	20	14	random	MNI	pain_deactivations
8.0	18.0	34.0	pain_16	21	14	random	MNI	pain
-32.0	14.0	-2.0	pain_16	21	14	random	MNI	pain
-48.0	-14.0	28.0	pain_16	20	14	random	MNI	pain_deactivations
54.0	-56.0	42.0	pain_16	20	14	random	MNI	pain_deactivations
-40.0	32.0	-20.0	pain_16	20	14	random	MNI	pain_deactivations
26.0	-4.0	26.0	pain_16	20	14	random	MNI	pain_deactivations
-2.0	-54.0	56.0	pain_16	21	14	random	MNI	pain
8.0	-68.0	36.0	pain_16	21	14	random	MNI	pain
28.0	-48.0	-58.0	pain_16	21	14	random	MNI	pain
-64.0	-8.0	-22.0	pain_16	20	14	random	MNI	pain_deactivations
60.0	-4.0	24.0	pain_16	20	14	random	MNI	pain_deactivations
-52.0	18.0	-34.0	pain_16	20	14	random	MNI	pain_deactivations
-56.0	12.0	-30.0	pain_16	20	14	random	MNI	pain_deactivations
-62.0	-60.0	-2.0	pain_16	21	14	random	MNI	pain
-56.0	24.0	0.0	pain_16	20	14	random	MNI	pain_deactivations
-50.0	-62.0	22.0	pain_16	20	14	random	MNI	pain_deactivations
-6.0	30.0	-22.0	pain_16	20	14	random	MNI	pain_deactivations
-54.0	-28.0	14.0	pain_16	21	14	random	MNI	pain
40.0	24.0	-2.0	pain_16	21	14	random	MNI	pain
-66.0	-22.0	-22.0	pain_16	20	14	random	MNI	pain_deactivations
0.0	-54.0	-10.0	pain_17	22	12	random	MNI	pain
-38.0	-58.0	-32.0	pain_17	22	12	random	MNI	pain
-50.0	-56.0	-20.0	pain_17	22	12	random	MNI	pain
-62.0	-24.0	22.0	pain_17	22	12	random	MNI	pain
0.0	-58.0	-10.0	pain_17	22	12	random	MNI	pain
-36.0	-18.0	4.0	pain_17	22	12	random	MNI	pain
0.0	-70.0	-2.0	pain_17	22	12	random	MNI	pain
0.0	-64.0	-8.0	pain_17	22	12	random	MNI	pain
-54.0	-10.0	4.0	pain_17	22	12	random	MNI	pain
-48.0	-70.0	-4.0	pain_17	22	12	random	MNI	pain
-52.0	-28.0	22.0	pain_17	22	12	random	MNI	pain
-32.0	-60.0	-26.0	pain_17	22	12	random	MNI	pain
-58.0	-56.0	8.0	pain_17	22	12	random	MNI	pain
-60.0	-26.0	26.0	pain_17	22	12	random	MNI	pain
0.0	-84.0	6.0	pain_17	22	12	random	MNI	pain
-2.0	-58.0	-18.0	pain_17	22	12	random	MNI	pain
-18.0	-66.0	-28.0	pain_17	22	12	random	MNI	pain
-52.0	-64.0	4.0	pain_17	22	12	random	MNI	pain
-44.0	-62.0	4.0	pain_17	22	12	random	MNI	pain
-10.0	-66.0	-28.0	pain_17	22	12	random	MNI	pain
-42.0	-60.0	-36.0	pain_17	22	12	random	MNI	pain
-60.0	-28.0	20.0	pain_17	22	12	random	MNI	pain
36.0	10.0	0.0	pain_18	23	12	random	MNI	pain
-40.0	-4.0	4.0	pain_18	23	12	random	MNI	pain
-38.0	-10.0	-2.0	pain_18	23	12	random	MNI	pain
-36.0	-2.0	6.0	pain_18	23	12	random	MNI	pain
58.0	-20.0	16.0	pain_18	23	12	random	MNI	pain
38.0	2.0	2.0	pain_18	23	12	random	MNI	pain
-56.0	-32.0	20.0	pain_18	23	12	random	MNI	pain
58.0	-30.0	18.0	pain_18	23	12	random	MNI	pain
-56.0	-22.0	24.0	pain_18	23	12	random	MNI	pain
-36.0	-24.0	10.0	pain_18	23	12	random	MNI	pain
36.0	16.0	0.0	pain_18	23	12	random	MNI	pain
40.0	16.0	-6.0	pain_18	23	12	random	MNI	pain
26.0	18.0	46.0	pain_19	24	16	random	MNI	pain_deactivations
36.0	-2.0	6.0	pain_19	25	16	random	MNI	pain
32.0	22.0	50.0	pain_19	24	16	random	MNI	pain_deactivations
-22.0	26.0	50.0	pain_19	24	16	random	MNI	pain_deactivations
2.0	-28.0	66.0	pain_19	24	16	random	MNI	pain_deactivations
30.0	-36.0	-18.0	pain_19	24	16	random	MNI	pain_deactivations
